Unique Class Stereotype,Class Count
commander data-class,3
data-provider boundary data-class small-class,1
data-provider boundary small-class,2
entity boundary,16
data-class small-class,2
entity boundary small-class,10
small-class,17
degenerate small-class,6
boundary degenerate,4
commander boundary,10
controller,1
commander boundary small-class,4
boundary degenerate small-class,28
commander lazy-class degenerate,1
commander small-class,13
commander,18
empty,107
unclassified,72
degenerate,11
pure-controller small-class,3
boundary,59
data-provider,19
data-provider boundary,18
controller lazy-class degenerate,1
commander boundary degenerate,2
entity commander boundary,1
pure-controller degenerate small-class,9
data-provider small-class,6
boundary small-class,4
commander data-class small-class,4
data-provider data-class,2
entity data-provider boundary,3
Total,457
