Unique Class Stereotype,Class Count
commander data-class small-class,1
entity boundary data-class small-class,1
data-provider boundary lazy-class degenerate,1
minimal-entity controller,1
boundary lazy-class degenerate,1
lazy-class,3
boundary lazy-class small-class,1
entity,15
commander data-class,1
entity boundary degenerate,9
data-provider data-class,9
boundary degenerate small-class,56
entity boundary lazy-class,1
boundary small-class,9
commander small-class,85
boundary data-class,2
boundary,139
pure-controller small-class,8
commander boundary,102
factory pure-controller degenerate small-class,3
commander lazy-class degenerate,1
boundary degenerate,79
controller small-class,15
unclassified,196
entity commander boundary,34
degenerate small-class,91
boundary lazy-class,3
controller degenerate,10
commander degenerate,7
minimal-entity boundary,3
data-class small-class,4
factory controller small-class,23
small-class,68
data-provider lazy-class small-class,2
empty,701
commander boundary data-class small-class,3
entity boundary,130
data-class,6
commander,127
entity small-class,14
factory controller,6
data-provider boundary data-class small-class,22
data-provider data-class small-class,43
lazy-class degenerate,6
boundary data-class small-class,9
data-provider small-class,10
entity factory controller,4
commander boundary lazy-class,7
factory pure-controller small-class,2
lazy-class small-class,7
entity factory controller small-class,12
commander boundary small-class,47
data-provider,23
entity minimal-entity boundary,3
data-provider boundary,20
entity data-provider boundary,8
pure-controller degenerate,24
factory degenerate small-class,8
commander boundary degenerate,5
degenerate,124
controller lazy-class degenerate,2
boundary controller,2
pure-controller,1
controller,22
data-provider boundary small-class,7
data-provider boundary degenerate,1
pure-controller degenerate small-class,112
entity boundary small-class,60
minimal-entity commander boundary,1
data-provider boundary data-class,5
entity degenerate,1
Total,2569
