Class Stereotype,Stereotype Count
entity,429
minimal-entity,10
data-provider,125
commander,1059
boundary,1218
factory,51
controller,84
pure-controller,316
large-class,0
lazy-class,28
degenerate,641
data-class,71
small-class,786
empty,844
unclassified,285
Total,5947
