Unique Method Stereotype,Method Count
collaborator,1
get predicate non-void-command,1
get predicate non-void-command collaborator,2
factory collaborator,1
unclassified,1
predicate set collaborator,1
factory wrapper stateless,2
predicate collaborator,1
property factory controller,3
void-accessor command collaborator,1
collaborator stateless,7
predicate wrapper,6
get set collaborator,59
void-accessor command,1
get wrapper,1
property factory collaborator,18
factory collaborator stateless,33
property set collaborator,6
stateless,29
property,84
set,286
get property controller,2
constructor,483
wrapper stateless,351
controller stateless,491
get collaborator,150
command collaborator,420
factory controller,6
empty,36
command,290
predicate non-void-command,44
set collaborator,57
property controller,16
property non-void-command collaborator,364
predicate controller,15
non-void-command factory collaborator,28
get controller,8
factory controller stateless,42
void-accessor set,1
get non-void-command,10
get set,192
wrapper,13
property collaborator,3
predicate set,3
property non-void-command factory collaborator,47
property non-void-command,129
controller,75
incidental,82
predicate non-void-command collaborator,48
get non-void-command collaborator,11
property wrapper,17
predicate,3
get property non-void-command collaborator,3
get,532
collaborator incidental,35
Total,4551
