Unique Method Stereotype,Method Count
empty,2
predicate collaborator,2
collaborator,4
get collaborator,25
wrapper stateless,9
predicate non-void-command,7
predicate wrapper,2
controller stateless,45
property non-void-command collaborator,28
set collaborator,6
property controller,2
constructor,79
get property collaborator,1
set,13
command,28
unclassified,2
command collaborator,80
property wrapper,18
property,13
predicate,7
property collaborator,15
predicate set,3
destructor,33
predicate controller,4
void-accessor command collaborator,1
void-accessor,1
incidental,5
controller,13
predicate non-void-command collaborator,12
copy-constructor,2
get property non-void-command collaborator,1
get,37
collaborator incidental,1
Total,501
