Unique Class Stereotype,Class Count
commander data-class,1
entity data-provider boundary degenerate,1
entity boundary data-class,1
entity boundary degenerate,3
commander data-class small-class,2
data-provider lazy-class degenerate,1
commander boundary small-class,37
empty,559
entity small-class,2
commander boundary,27
boundary degenerate,54
factory pure-controller degenerate small-class,17
boundary data-class small-class,1
controller degenerate,1
boundary lazy-class degenerate,6
entity factory controller data-class small-class,1
factory degenerate small-class,5
entity commander boundary,24
entity boundary data-class small-class,2
pure-controller small-class,5
boundary,157
degenerate,67
boundary degenerate small-class,72
pure-controller degenerate small-class,39
entity boundary small-class,40
entity boundary lazy-class degenerate,1
small-class,86
unclassified,169
controller small-class,5
data-provider boundary,56
entity minimal-entity boundary,1
data-provider boundary lazy-class degenerate,3
degenerate small-class,148
boundary lazy-class,2
controller,12
pure-controller,1
data-provider boundary small-class,16
boundary small-class,16
entity factory controller small-class,2
pure-controller degenerate,6
entity data-provider boundary,11
data-provider boundary data-class small-class,9
data-provider data-class small-class,9
data-provider boundary data-class,3
data-provider,20
data-provider lazy-class,1
data-provider boundary degenerate,3
lazy-class,2
minimal-entity boundary,1
data-class small-class,3
factory controller small-class,11
commander degenerate,6
factory pure-controller small-class,1
lazy-class small-class,2
commander small-class,27
boundary data-class,2
commander boundary lazy-class small-class,3
entity,2
boundary controller degenerate,1
data-provider boundary lazy-class,2
commander,21
entity boundary,77
commander boundary data-class small-class,4
data-class,4
data-provider small-class,3
commander boundary degenerate,4
lazy-class degenerate,2
Total,1883
