Unique Class Stereotype,Class Count
entity data-class,1
data-provider boundary lazy-class small-class,1
lazy-class small-class,1
entity boundary,2
entity,2
commander boundary lazy-class degenerate,1
commander data-class small-class,1
boundary data-class,1
minimal-entity boundary,1
entity degenerate,1
commander boundary small-class,1
commander lazy-class small-class,1
commander boundary,4
commander small-class,2
commander,2
entity factory controller,1
boundary,4
commander boundary data-class small-class,1
pure-controller degenerate small-class,1
degenerate,1
data-class small-class,1
empty,28
entity commander boundary,3
boundary degenerate small-class,12
degenerate small-class,4
entity data-provider boundary,2
boundary small-class,2
Total,82
