Unique Method Stereotype,Method Count
get property,1
property non-void-command factory collaborator,1
get property set,1
collaborator,6
incidental,192
property collaborator,118
property non-void-command,377
predicate set,22
void-accessor command collaborator,32
void-accessor,18
copy-constructor,12
void-accessor collaborator,28
command,1184
get collaborator,222
property controller,84
property non-void-command collaborator,431
controller stateless,149
property wrapper,106
get non-void-command collaborator,27
predicate,65
set,442
constructor,950
property,271
command collaborator,535
wrapper stateless,714
predicate non-void-command,83
void-accessor wrapper,12
predicate non-void-command collaborator,49
wrapper,140
get predicate non-void-command,1
get set,2
destructor,604
property set collaborator,52
get,674
get property non-void-command collaborator,11
collaborator incidental,36
set collaborator,272
non-void-command,1
void-accessor set,9
empty,30
factory controller,1
predicate wrapper,23
predicate set collaborator,3
controller,45
factory collaborator,1
unclassified,23
factory collaborator incidental,1
property set,17
get wrapper,36
get property wrapper,5
non-void-command collaborator,1
get non-void-command,10
get property non-void-command,8
get property collaborator,1
void-accessor set collaborator,7
void-accessor command,38
predicate controller,5
property command collaborator,26
get set collaborator,3
void-accessor controller,31
get set factory collaborator,4
factory collaborator stateless,4
property factory collaborator,1
Total,8258
