Unique Class Stereotype,Class Count
data-provider degenerate,4
controller degenerate,1
data-provider lazy-class,2
boundary degenerate,1
data-provider boundary data-class,2
data-provider small-class,2
lazy-class,4
data-provider boundary lazy-class,3
boundary data-class,5
data-provider boundary lazy-class small-class,1
commander boundary data-class small-class,1
commander small-class,4
data-provider boundary,17
commander boundary degenerate,2
commander boundary small-class,8
entity data-provider boundary,3
controller,3
commander boundary,21
boundary lazy-class,3
degenerate small-class,13
data-provider,30
commander lazy-class,1
data-provider data-class small-class,7
pure-controller small-class,1
degenerate,9
boundary,59
pure-controller degenerate,1
empty,82
commander,53
data-provider boundary small-class,41
boundary degenerate small-class,498
data-provider lazy-class degenerate,4
boundary data-class small-class,12
entity boundary small-class,59
small-class,49
entity minimal-entity boundary,3
data-provider lazy-class small-class,2
commander data-class,2
entity boundary data-class small-class,1
entity commander boundary,12
pure-controller degenerate small-class,27
data-class small-class,3
entity boundary,48
data-class,9
entity data-provider boundary lazy-class degenerate,2
factory degenerate small-class,1
boundary small-class,2
entity boundary lazy-class,1
data-provider data-class,5
data-provider boundary data-class small-class,9
unclassified,233
controller small-class,14
entity data-provider boundary lazy-class,2
lazy-class degenerate,7
Total,1389
