Unique Method Stereotype,Method Count
get non-void-command factory collaborator,1
get command collaborator,2
void-accessor command collaborator,4
factory stateless,1
get property,1
predicate,49
get property non-void-command collaborator,23
get,1114
collaborator incidental,153
get wrapper,6
factory wrapper stateless,24
predicate collaborator,7
get property non-void-command,10
incidental,299
copy-constructor,55
factory collaborator,1
controller,180
property wrapper,296
get non-void-command collaborator,49
property set,24
get property factory controller,1
set,367
constructor,1724
property non-void-command factory collaborator,329
property non-void-command,815
predicate set,5
empty,260
get property controller,1
factory controller,28
get controller,1
get collaborator,581
wrapper stateless,440
get command,1
controller stateless,676
non-void-command factory collaborator,134
get property non-void-command factory,1
predicate controller,33
predicate non-void-command,301
property factory,4
get predicate controller,1
predicate wrapper,52
property non-void-command collaborator,1479
set collaborator,173
property controller,62
property,61
command collaborator,2851
non-void-command collaborator,5
get non-void-command,16
get property wrapper,2
factory collaborator stateless,53
predicate non-void-command collaborator,317
wrapper,127
non-void-command factory,2
get set,385
command,2914
property factory wrapper,42
property factory collaborator,36
property non-void-command factory,1
collaborator stateless,87
property collaborator,7
stateless,47
property set collaborator,42
property factory controller,14
factory controller stateless,52
get set collaborator,107
factory wrapper,1
get property non-void-command factory collaborator,4
unclassified,1
predicate set collaborator,4
get predicate collaborator,4
property set factory collaborator,3
Total,16953
