Class Stereotype,Stereotype Count
entity,269
minimal-entity,12
data-provider,190
commander,594
boundary,735
factory,48
controller,61
pure-controller,119
large-class,1
lazy-class,17
degenerate,312
data-class,98
small-class,538
empty,445
unclassified,284
Total,3723
