Unique Class Stereotype,Class Count
factory pure-controller degenerate small-class,2
entity boundary data-class small-class,1
entity factory controller,2
boundary lazy-class data-class small-class,1
entity data-class small-class,1
factory controller,2
controller degenerate,4
data-provider small-class,2
pure-controller small-class,18
boundary,136
controller lazy-class degenerate,1
degenerate,88
commander boundary small-class,37
commander boundary degenerate,4
data-provider data-class,19
commander data-class small-class,2
factory degenerate,1
entity boundary data-class,1
data-provider boundary lazy-class small-class,1
entity commander boundary,55
factory pure-controller small-class,3
data-provider,85
controller lazy-class small-class,1
commander boundary,185
boundary degenerate small-class,34
commander lazy-class degenerate,1
boundary degenerate,28
data-provider lazy-class degenerate,2
boundary data-class small-class,5
data-provider boundary data-class,6
data-provider degenerate,2
entity boundary degenerate,3
entity small-class,6
degenerate small-class,38
entity minimal-entity commander boundary,2
small-class,112
minimal-entity commander boundary,1
pure-controller degenerate small-class,71
entity boundary small-class,40
entity factory controller small-class,22
unclassified,273
controller small-class,9
boundary small-class,8
boundary large-class degenerate,1
entity boundary,118
commander,254
data-class,24
lazy-class degenerate,3
factory degenerate small-class,6
entity data-provider boundary,13
pure-controller degenerate,20
controller,9
pure-controller,5
data-provider boundary small-class,7
entity minimal-entity boundary,6
data-provider boundary,22
entity,4
empty,479
data-provider lazy-class small-class,3
commander small-class,70
boundary data-class,4
lazy-class,3
minimal-entity boundary,2
factory controller small-class,10
data-class small-class,3
commander degenerate,3
boundary controller,1
data-provider boundary degenerate,1
data-provider data-class small-class,28
data-provider boundary data-class small-class,12
Total,2426
