Unique Method Stereotype,Method Count
property,1
get wrapper,3
factory wrapper stateless,1
void-accessor command collaborator,2
property set collaborator,1
get property non-void-command,1
predicate non-void-command,3
get property non-void-command factory collaborator,1
property factory collaborator,6
property factory wrapper,1
get set factory collaborator,2
get property set collaborator,3
factory collaborator stateless,3
get non-void-command,18
wrapper,10
get set,17
command collaborator,52
set,7
constructor,49
property set,8
wrapper stateless,28
controller stateless,44
command,46
factory controller,1
empty,1
get property set,2
property non-void-command,26
property non-void-command factory collaborator,17
non-void-command factory collaborator,9
property controller,2
set collaborator,3
property non-void-command collaborator,75
factory controller stateless,7
get set collaborator,25
get property non-void-command collaborator,2
collaborator incidental,7
get,13
predicate non-void-command collaborator,3
copy-constructor,1
controller,3
incidental,7
get collaborator,24
collaborator stateless,2
get non-void-command collaborator,17
property wrapper,3
predicate,2
Total,559
