Unique Class Stereotype,Class Count
data-provider,1
commander,3
commander boundary small-class,9
entity boundary small-class,2
small-class,4
data-provider boundary data-class,2
commander small-class,4
entity boundary degenerate,1
entity commander boundary,1
boundary degenerate small-class,4
entity boundary,6
pure-controller small-class,1
pure-controller degenerate small-class,7
lazy-class degenerate,1
commander boundary,6
boundary degenerate,3
degenerate,3
factory pure-controller degenerate small-class,2
entity factory controller small-class,1
boundary,5
controller lazy-class degenerate,1
lazy-class,1
pure-controller degenerate,2
entity factory controller,1
unclassified,10
empty,36
factory degenerate small-class,2
factory controller small-class,2
controller degenerate,2
Total,123
