Unique Class Stereotype,Class Count
data-provider boundary small-class,1
entity data-provider boundary,1
boundary degenerate,1
controller,1
commander boundary small-class,1
data-provider,3
data-provider data-class small-class,1
entity boundary,3
data-provider boundary lazy-class degenerate,2
data-provider small-class,1
data-provider boundary data-class,1
entity boundary small-class,1
small-class,10
unclassified,24
empty,112
pure-controller degenerate small-class,2
degenerate small-class,6
data-provider degenerate,5
commander small-class,4
commander boundary degenerate,2
boundary degenerate small-class,1
data-provider boundary,3
boundary small-class,3
data-provider boundary data-class small-class,1
data-class small-class,2
degenerate,3
entity data-provider boundary lazy-class,1
lazy-class,2
boundary,4
Total,202
