Class Name,Class Stereotype,Method Name,Method Stereotype
"LoginStepDefinitions","commander boundary","LoginStepDefinitions","constructor"
"LoginStepDefinitions","commander boundary","GivenALoggedOutUser","non-void-command collaborator"
"LoginStepDefinitions","commander boundary","TheUserLogsInWithValidCredentials","non-void-command collaborator"
"LoginStepDefinitions","commander boundary","TheyLogInSuccessfully","non-void-command collaborator"
"LoginStepDefinitions","commander boundary","TheUserLogsInWithInvalidCredentials","non-void-command collaborator"
"LoginStepDefinitions","commander boundary","AnErrorIsDisplayed","non-void-command collaborator"
"LoginPage","empty","LoginPage","constructor"
"MappingTests","unclassified","MappingTests","constructor"
"MappingTests","unclassified","ShouldHaveValidConfiguration","command"
"MappingTests","unclassified","ShouldSupportMappingFromSourceToDestination","command collaborator"
"MappingTests","unclassified","GetInstanceOf","controller stateless"
"ValidationExceptionTests","pure-controller degenerate","DefaultConstructorCreatesAnEmptyErrorDictionary","controller stateless"
"ValidationExceptionTests","pure-controller degenerate","SingleValidationFailureCreatesASingleElementErrorDictionary","controller stateless"
"ValidationExceptionTests","pure-controller degenerate","MulitpleValidationFailureForMultiplePropertiesCreatesAMultipleElementErrorDictionaryEachWithMultipleValues","controller stateless"
"UpdateTodoListTests","degenerate","ShouldRequireValidTodoListId","wrapper stateless"
"UpdateTodoListTests","degenerate","ShouldRequireUniqueTitle","wrapper stateless"
"UpdateTodoListTests","degenerate","ShouldUpdateTodoList","controller stateless"
"PurgeTodoListsTests","pure-controller degenerate","ShouldDenyAnonymousUser","controller stateless"
"PurgeTodoListsTests","pure-controller degenerate","ShouldDenyNonAdministrator","controller stateless"
"PurgeTodoListsTests","pure-controller degenerate","ShouldAllowAdministrator","controller stateless"
"PurgeTodoListsTests","pure-controller degenerate","ShouldDeleteAllLists","controller stateless"
"CreateTodoListTests","degenerate","ShouldRequireMinimumFields","wrapper stateless"
"CreateTodoListTests","degenerate","ShouldRequireUniqueTitle","wrapper stateless"
"CreateTodoListTests","degenerate","ShouldCreateTodoList","controller stateless"
"UpdateTodoItemDetailTests","degenerate small-class","ShouldRequireValidTodoItemId","wrapper stateless"
"UpdateTodoItemDetailTests","degenerate small-class","ShouldUpdateTodoItem","controller stateless"
"ColourTests","degenerate","ShouldReturnCorrectColourCode","controller stateless"
"ColourTests","degenerate","ToStringReturnsCode","controller stateless"
"ColourTests","degenerate","ShouldPerformImplicitConversionToColourCodeString","controller stateless"
"ColourTests","degenerate","ShouldPerformExplicitConversionGivenSupportedColourCode","controller stateless"
"ColourTests","degenerate","ShouldThrowUnsupportedColourExceptionGivenNotSupportedColourCode","wrapper stateless"
"UpdateTodoItemTests","degenerate small-class","ShouldRequireValidTodoItemId","wrapper stateless"
"UpdateTodoItemTests","degenerate small-class","ShouldUpdateTodoItem","controller stateless"
"CreateTodoItemTests","degenerate small-class","ShouldRequireMinimumFields","wrapper stateless"
"CreateTodoItemTests","degenerate small-class","ShouldCreateTodoItem","controller stateless"
"SqlServerTestDatabase","commander boundary","SqlServerTestDatabase","constructor"
"SqlServerTestDatabase","commander boundary","InitialiseAsync","non-void-command collaborator"
"SqlServerTestDatabase","commander boundary","GetConnection","get collaborator"
"SqlServerTestDatabase","commander boundary","ResetAsync","non-void-command collaborator"
"SqlServerTestDatabase","commander boundary","DisposeAsync","non-void-command collaborator"
"BasePage","commander boundary small-class","GotoAsync","non-void-command collaborator"
"CustomWebApplicationFactory","pure-controller small-class","CustomWebApplicationFactory","constructor"
"CustomWebApplicationFactory","pure-controller small-class","ConfigureWebHost","controller"
"BaseTestFixture","boundary degenerate small-class","TestSetUp","wrapper stateless"
"DeleteTodoItemTests","degenerate small-class","ShouldRequireValidTodoItemId","wrapper stateless"
"DeleteTodoItemTests","degenerate small-class","ShouldDeleteTodoItem","controller stateless"
"ErrorModel","commander data-class small-class","ErrorModel","copy-constructor"
"ErrorModel","commander data-class small-class","OnGet","set"
"CurrentUser","empty","CurrentUser","constructor"
"GetTodoItemsWithPaginationQueryValidator","empty","GetTodoItemsWithPaginationQueryValidator","constructor"
"TodoListDto","empty","TodoListDto","constructor"
"ForbiddenAccessException","empty","ForbiddenAccessException","constructor"
"IdentityService","entity boundary","IdentityService","constructor"
"IdentityService","entity boundary","GetUserNameAsync","property non-void-command collaborator"
"IdentityService","entity boundary","CreateUserAsync","property non-void-command collaborator"
"IdentityService","entity boundary","IsInRoleAsync","property non-void-command collaborator"
"IdentityService","entity boundary","AuthorizeAsync","property non-void-command collaborator"
"IdentityService","entity boundary","DeleteUserAsync","property non-void-command collaborator"
"IdentityService","entity boundary","DeleteUserAsync","property non-void-command collaborator"
"CreateTodoListCommandValidator","entity boundary small-class","CreateTodoListCommandValidator","constructor"
"CreateTodoListCommandValidator","entity boundary small-class","BeUniqueTitle","property non-void-command collaborator"
"UpdateTodoListCommandValidator","entity boundary small-class","UpdateTodoListCommandValidator","constructor"
"UpdateTodoListCommandValidator","entity boundary small-class","BeUniqueTitle","property non-void-command collaborator"
"AuditableEntityInterceptor","entity boundary small-class","AuditableEntityInterceptor","constructor"
"AuditableEntityInterceptor","entity boundary small-class","SavingChanges","property non-void-command collaborator"
"AuditableEntityInterceptor","entity boundary small-class","UpdateEntities","command collaborator"
"DeleteTodoItemCommandHandler","commander boundary small-class","DeleteTodoItemCommandHandler","constructor"
"DeleteTodoItemCommandHandler","commander boundary small-class","Handle","non-void-command collaborator"
"TestcontainersTestDatabase","commander boundary","TestcontainersTestDatabase","constructor"
"TestcontainersTestDatabase","commander boundary","InitialiseAsync","non-void-command collaborator"
"TestcontainersTestDatabase","commander boundary","GetConnection","get collaborator"
"TestcontainersTestDatabase","commander boundary","ResetAsync","non-void-command collaborator"
"TestcontainersTestDatabase","commander boundary","DisposeAsync","non-void-command collaborator"
"DispatchDomainEventsInterceptor","entity boundary small-class","DispatchDomainEventsInterceptor","constructor"
"DispatchDomainEventsInterceptor","entity boundary small-class","SavingChanges","property non-void-command collaborator"
"DispatchDomainEventsInterceptor","entity boundary small-class","DispatchDomainEvents","non-void-command collaborator"
"CreateTodoItemCommandValidator","empty","CreateTodoItemCommandValidator","constructor"
"PurgeTodoListsCommandHandler","commander boundary small-class","PurgeTodoListsCommandHandler","constructor"
"PurgeTodoListsCommandHandler","commander boundary small-class","Handle","non-void-command collaborator"
"RequestLoggerTests","commander boundary","Setup","command"
"RequestLoggerTests","commander boundary","ShouldCallGetUserNameAsyncOnceIfAuthenticated","non-void-command collaborator"
"RequestLoggerTests","commander boundary","ShouldNotCallGetUserNameAsyncOnceIfUnauthenticated","non-void-command collaborator"
"LoggingBehaviour<TRequest>","commander boundary small-class","LoggingBehaviour","constructor"
"LoggingBehaviour<TRequest>","commander boundary small-class","Process","non-void-command collaborator"
"PerformanceBehaviour<TRequest,TResponse>","entity boundary small-class","PerformanceBehaviour","constructor"
"PerformanceBehaviour<TRequest,TResponse>","entity boundary small-class","Handle","property non-void-command collaborator"
"BaseEntity","commander boundary","AddDomainEvent","command collaborator"
"BaseEntity","commander boundary","RemoveDomainEvent","command collaborator"
"BaseEntity","commander boundary","ClearDomainEvents","command"
"AuthorizationBehaviour<TRequest,TResponse>","commander boundary small-class","AuthorizationBehaviour","constructor"
"AuthorizationBehaviour<TRequest,TResponse>","commander boundary small-class","Handle","non-void-command collaborator"
"TodoItemCompletedEventHandler","entity boundary small-class","TodoItemCompletedEventHandler","copy-constructor"
"TodoItemCompletedEventHandler","entity boundary small-class","Handle","property non-void-command collaborator"
"ApplicationDbContextModelSnapshot","pure-controller degenerate small-class","BuildModel","controller stateless"
"ApplicationDbContextModelSnapshot","pure-controller degenerate small-class","BuildModel","controller stateless"
"GetWeatherForecastsQueryHandler","boundary degenerate small-class","Handle","wrapper stateless"
"PaginatedList<T>","empty","PaginatedList","constructor"
"TodoItemCreatedEventHandler","entity boundary small-class","TodoItemCreatedEventHandler","copy-constructor"
"TodoItemCreatedEventHandler","entity boundary small-class","Handle","property non-void-command collaborator"
"CustomExceptionHandler","entity boundary degenerate","CustomExceptionHandler","constructor"
"CustomExceptionHandler","entity boundary degenerate","TryHandleAsync","property non-void-command collaborator"
"CustomExceptionHandler","entity boundary degenerate","HandleValidationException","collaborator incidental"
"CustomExceptionHandler","entity boundary degenerate","HandleNotFoundException","collaborator incidental"
"CustomExceptionHandler","entity boundary degenerate","HandleUnauthorizedAccessException","collaborator incidental"
"CustomExceptionHandler","entity boundary degenerate","HandleForbiddenAccessException","collaborator incidental"
"SqliteTestDatabase","commander boundary","SqliteTestDatabase","constructor"
"SqliteTestDatabase","commander boundary","InitialiseAsync","non-void-command collaborator"
"SqliteTestDatabase","commander boundary","GetConnection","get collaborator"
"SqliteTestDatabase","commander boundary","ResetAsync","non-void-command collaborator"
"SqliteTestDatabase","commander boundary","DisposeAsync","non-void-command collaborator"
"GetTodosQueryHandler","entity factory controller small-class","GetTodosQueryHandler","constructor"
"GetTodosQueryHandler","entity factory controller small-class","Handle","property non-void-command factory collaborator"
"ValidationBehaviour<TRequest,TResponse>","entity boundary small-class","ValidationBehaviour","constructor"
"ValidationBehaviour<TRequest,TResponse>","entity boundary small-class","Handle","property non-void-command collaborator"
"UnhandledExceptionBehaviour<TRequest,TResponse>","entity boundary small-class","UnhandledExceptionBehaviour","constructor"
"UnhandledExceptionBehaviour<TRequest,TResponse>","entity boundary small-class","Handle","property non-void-command collaborator"
"UnsupportedColourException","empty","UnsupportedColourException","constructor"
"GetTodosTests","pure-controller degenerate","ShouldReturnPriorityLevels","controller stateless"
"GetTodosTests","pure-controller degenerate","ShouldReturnAllListsAndItems","controller stateless"
"GetTodosTests","pure-controller degenerate","ShouldDenyAnonymousUser","controller stateless"
"Testing","commander boundary small-class","RunBeforeAnyTests","non-void-command collaborator"
"Testing","commander boundary small-class","RunAfterAnyTests","non-void-command collaborator"
"Result","empty","Result","constructor"
"ValueObject","pure-controller degenerate small-class","Equals","controller stateless"
"ValueObject","pure-controller degenerate small-class","GetHashCode","controller stateless"
"DeleteTodoListCommandHandler","commander boundary small-class","DeleteTodoListCommandHandler","constructor"
"DeleteTodoListCommandHandler","commander boundary small-class","Handle","non-void-command collaborator"
"WeatherForecasts","pure-controller small-class","Map","controller"
"WeatherForecasts","pure-controller small-class","GetWeatherForecasts","controller stateless"
"TodoLists","pure-controller degenerate","Map","controller"
"TodoLists","pure-controller degenerate","GetTodoLists","controller stateless"
"TodoLists","pure-controller degenerate","CreateTodoList","controller stateless"
"TodoLists","pure-controller degenerate","UpdateTodoList","controller stateless"
"TodoLists","pure-controller degenerate","DeleteTodoList","controller stateless"
"AuthorizeAttribute","empty","AuthorizeAttribute","constructor"
"TodoItem","commander data-class small-class","set","set"
"TodoItemCompletedEvent","empty","TodoItemCompletedEvent","constructor"
"TodoItemCreatedEvent","empty","TodoItemCreatedEvent","constructor"
"LoginFeature","commander","FeatureSetup","set collaborator"
"LoginFeature","commander","FeatureTearDown","set"
"LoginFeature","commander","TestInitialize","empty"
"LoginFeature","commander","TestTearDown","command"
"LoginFeature","commander","ScenarioInitialize","command collaborator"
"LoginFeature","commander","ScenarioStart","command"
"LoginFeature","commander","ScenarioCleanup","command"
"LoginFeature","commander","UserCanLogInWithValidCredentials","command collaborator"
"LoginFeature","commander","UserCannotLogInWithInvalidCredentials","command collaborator"
"TodoItemDeletedEvent","empty","TodoItemDeletedEvent","constructor"
"DeleteTodoListTests","degenerate small-class","ShouldRequireValidTodoListId","wrapper stateless"
"DeleteTodoListTests","degenerate small-class","ShouldDeleteTodoList","controller stateless"
"ApplicationDbContext","commander boundary small-class","ApplicationDbContext","copy-constructor"
"ApplicationDbContext","commander boundary small-class","OnModelCreating","command collaborator"
"UpdateTodoItemCommandValidator","empty","UpdateTodoItemCommandValidator","constructor"
"ApplicationDbContextInitialiser","commander boundary","ApplicationDbContextInitialiser","copy-constructor"
"ApplicationDbContextInitialiser","commander boundary","InitialiseAsync","non-void-command collaborator"
"ApplicationDbContextInitialiser","commander boundary","SeedAsync","non-void-command collaborator"
"ApplicationDbContextInitialiser","commander boundary","TrySeedAsync","non-void-command collaborator"
"TodoItemConfiguration","pure-controller degenerate small-class","Configure","controller stateless"
"TodoListConfiguration","pure-controller degenerate small-class","Configure","controller stateless"
"ValidationException","empty","ValidationException","constructor"
"ValidationException","empty","ValidationException","constructor"
"InitialCreate","pure-controller degenerate","BuildTargetModel","controller stateless"
"InitialCreate","pure-controller degenerate","Up","controller stateless"
"InitialCreate","pure-controller degenerate","Down","controller stateless"
"InitialCreate","pure-controller degenerate","BuildTargetModel","controller stateless"
"InitialCreate","pure-controller degenerate","Up","controller stateless"
"InitialCreate","pure-controller degenerate","Down","controller stateless"
"TodoItems","pure-controller degenerate","Map","controller"
"TodoItems","pure-controller degenerate","GetTodoItemsWithPagination","controller stateless"
"TodoItems","pure-controller degenerate","CreateTodoItem","controller stateless"
"TodoItems","pure-controller degenerate","UpdateTodoItem","controller stateless"
"TodoItems","pure-controller degenerate","UpdateTodoItemDetail","controller stateless"
"TodoItems","pure-controller degenerate","DeleteTodoItem","controller stateless"
"Users","pure-controller small-class","Map","controller"
