Unique Class Stereotype,Class Count
data-provider boundary lazy-class small-class,2
factory degenerate,2
controller data-class small-class,2
commander boundary lazy-class degenerate,1
entity data-class small-class,2
entity boundary lazy-class degenerate,2
entity factory controller,3
minimal-entity,1
entity degenerate,2
lazy-class degenerate,3
data-provider,16
commander data-class small-class,20
boundary small-class,86
factory controller,8
entity small-class,12
boundary lazy-class degenerate,3
controller degenerate,3
commander lazy-class,2
boundary data-class,2
commander small-class,62
entity boundary degenerate,5
commander boundary degenerate,5
lazy-class,3
commander boundary small-class,88
commander lazy-class degenerate,2
boundary degenerate,76
entity boundary data-class small-class,5
entity commander boundary,81
lazy-class small-class,2
factory pure-controller small-class,2
commander boundary,157
degenerate,115
boundary,103
pure-controller small-class,23
factory degenerate small-class,18
minimal-entity boundary,4
data-class small-class,7
commander degenerate,4
factory controller small-class,40
unclassified,99
controller small-class,33
factory,1
degenerate small-class,70
boundary degenerate small-class,170
boundary data-class small-class,15
commander data-class,5
entity,8
empty,1413
data-provider lazy-class small-class,2
factory pure-controller degenerate small-class,17
small-class,91
commander boundary data-class,5
data-provider boundary data-class small-class,3
data-provider data-class small-class,4
entity boundary,148
commander,72
commander boundary data-class small-class,25
data-class,4
pure-controller,7
controller,12
data-provider boundary small-class,57
commander lazy-class small-class,1
data-provider boundary degenerate,2
data-provider small-class,8
factory controller degenerate,3
pure-controller degenerate,74
entity data-provider boundary,17
factory small-class,1
pure-controller degenerate small-class,109
entity boundary small-class,81
minimal-entity commander boundary,1
factory controller data-class small-class,6
commander boundary lazy-class,2
entity factory controller small-class,18
entity minimal-entity boundary,2
data-provider boundary,19
commander boundary lazy-class small-class,1
Total,3580
