Unique Method Stereotype,Method Count
get property,1
get predicate non-void-command collaborator,2
get property non-void-command factory collaborator,2
get property factory collaborator,2
property command collaborator,1
get set,2
get factory collaborator,1
get property factory wrapper,8
get property factory controller,3
property factory,18
predicate,65
predicate set collaborator,26
predicate set,7
get predicate wrapper,1
predicate controller,17
get non-void-command collaborator,33
property non-void-command factory collaborator,141
property non-void-command,112
factory wrapper stateless,38
void-accessor,8
predicate collaborator,54
get,82
get property non-void-command collaborator,18
collaborator incidental,205
property controller,88
property non-void-command collaborator,555
get wrapper,15
get non-void-command,25
non-void-command collaborator,131
predicate wrapper,77
destructor,11
factory collaborator stateless,95
property factory collaborator,114
wrapper stateless,1600
empty,260
get property controller,1
factory controller,13
set,339
constructor,2160
get collaborator,95
incidental,138
wrapper,614
predicate non-void-command collaborator,171
void-accessor collaborator,7
copy-constructor,82
void-accessor wrapper,19
predicate non-void-command,81
controller stateless,2042
non-void-command factory collaborator,41
property set collaborator,73
property collaborator,75
stateless,16
collaborator stateless,76
get property set factory collaborator,2
set factory collaborator,9
collaborator,17
command,671
property factory wrapper,47
set collaborator,418
non-void-command,52
void-accessor set,2
void-accessor command,3
factory controller stateless,39
get property wrapper,8
unclassified,13
controller,240
factory collaborator,7
get set collaborator,29
get property set collaborator,5
property wrapper,304
void-accessor controller,10
get set factory collaborator,7
property factory controller,34
void-accessor command collaborator,115
command collaborator,1624
property,57
factory wrapper,10
property set factory collaborator,24
factory collaborator incidental,5
property set,2
get property collaborator,11
void-accessor set collaborator,18
get property non-void-command,5
get non-void-command factory collaborator,6
Total,13655
