Unique Class Stereotype,Class Count
data-provider boundary data-class small-class,1
entity data-provider boundary,1
data-provider small-class,2
commander lazy-class degenerate,1
degenerate small-class,5
boundary degenerate small-class,6
unclassified,74
controller degenerate,2
entity boundary,40
commander boundary,64
boundary degenerate,29
controller,1
small-class,9
entity boundary small-class,5
entity commander boundary,17
pure-controller degenerate small-class,10
commander boundary small-class,23
empty,25
commander,28
data-provider boundary small-class,4
boundary small-class,1
data-provider boundary,14
boundary,76
degenerate,9
minimal-entity boundary,1
boundary data-class,6
entity minimal-entity boundary,3
minimal-entity commander boundary,4
data-provider boundary data-class,2
commander small-class,12
entity boundary degenerate,2
boundary data-class small-class,1
data-provider,9
commander boundary degenerate,6
Total,493
