Unique Class Stereotype,Class Count
boundary degenerate,1
data-provider boundary small-class,1
pure-controller degenerate small-class,1
entity boundary,2
entity data-provider boundary,2
small-class,2
boundary,7
unclassified,4
empty,84
data-provider boundary degenerate,1
boundary degenerate small-class,3
degenerate,7
data-provider boundary data-class small-class,4
data-provider boundary,11
boundary small-class,1
data-provider boundary lazy-class degenerate,1
entity minimal-entity boundary,1
data-provider data-class small-class,1
data-provider,4
data-provider degenerate,3
Total,141
