Unique Class Stereotype,Class Count
factory controller small-class,1
commander boundary small-class,1
degenerate small-class,2
data-provider small-class,2
factory degenerate small-class,1
controller,2
lazy-class,1
entity factory controller small-class,3
data-provider,3
boundary data-class,1
small-class,6
boundary degenerate,24
data-provider boundary lazy-class degenerate,4
lazy-class small-class,12
data-provider boundary degenerate,14
boundary lazy-class degenerate,5
controller degenerate,1
data-provider data-class small-class,1
commander boundary lazy-class degenerate,2
commander,10
empty,170
controller small-class,5
unclassified,42
data-provider boundary small-class,12
controller lazy-class degenerate,1
data-provider boundary,11
entity boundary small-class,104
entity boundary lazy-class degenerate,1
entity data-provider boundary,7
data-provider boundary data-class,1
entity boundary,280
data-class small-class,5
lazy-class degenerate,3
entity boundary degenerate,38
commander small-class,6
boundary degenerate small-class,29
pure-controller degenerate small-class,1
entity commander boundary,1
data-provider data-class,1
boundary small-class,1
commander data-class small-class,2
boundary,48
degenerate,3
pure-controller small-class,2
Total,870
