Unique Class Stereotype,Class Count
controller,1
entity data-provider boundary data-class small-class,1
boundary degenerate,8
data-class small-class,1
entity boundary,16
data-provider boundary,2
data-provider boundary data-class small-class,4
entity boundary small-class,15
small-class,8
boundary degenerate small-class,6
data-provider small-class,1
entity boundary data-class,2
factory controller small-class,1
entity boundary data-class small-class,5
factory pure-controller small-class,1
controller small-class,6
unclassified,3
degenerate small-class,4
commander small-class,1
entity boundary degenerate,1
boundary small-class,2
commander data-class small-class,4
empty,317
entity small-class,1
boundary lazy-class degenerate,1
pure-controller small-class,1
degenerate,2
boundary,10
data-provider,1
data-provider data-class small-class,1
minimal-entity boundary,1
data-provider boundary small-class,2
entity factory controller small-class,2
Total,432
