Unique Method Stereotype,Method Count
predicate set collaborator,1
property,10
get set collaborator,5
get non-void-command,2
property factory collaborator,4
property factory controller,5
predicate wrapper,5
factory controller stateless,3
factory stateless,1
get property,2
get property factory collaborator,2
get collaborator,59
property factory wrapper,7
factory collaborator stateless,21
get set,6
wrapper,53
controller stateless,743
get non-void-command collaborator,9
property wrapper,33
property controller,106
set collaborator,11
property non-void-command collaborator,1384
property factory,3
predicate non-void-command,27
command collaborator,284
constructor,335
set,54
command,5303
factory controller,1
empty,262
get property non-void-command factory collaborator,2
unclassified,12
wrapper stateless,1262
property set collaborator,2
stateless,78
collaborator,11
predicate collaborator,2
factory wrapper stateless,24
copy-constructor,2
incidental,321
predicate non-void-command collaborator,98
controller,33
get property factory controller,1
factory collaborator incidental,9
property collaborator,9
property non-void-command,61
property non-void-command factory collaborator,37
get property non-void-command collaborator,4
collaborator incidental,199
get,37
predicate,3
non-void-command factory collaborator,3
predicate controller,11
collaborator stateless,21
Total,10983
