Unique Class Stereotype,Class Count
lazy-class degenerate,1
data-provider boundary,1
data-provider lazy-class,1
entity data-provider boundary,3
entity,1
commander data-class,1
entity factory controller,1
lazy-class small-class,1
data-provider boundary data-class small-class,1
entity minimal-entity boundary,1
factory pure-controller degenerate small-class,1
controller,4
factory controller small-class,2
data-provider boundary lazy-class degenerate,4
data-provider,2
pure-controller,1
commander data-class small-class,1
data-provider data-class,2
factory degenerate,1
boundary degenerate small-class,122
commander lazy-class degenerate,2
boundary degenerate,71
commander boundary,17
boundary lazy-class,1
degenerate small-class,110
entity commander boundary,4
pure-controller degenerate small-class,86
factory degenerate small-class,6
boundary lazy-class degenerate,1
controller degenerate,7
entity boundary,110
data-provider boundary small-class,6
entity small-class,3
empty,272
commander,461
commander boundary small-class,6
commander degenerate,5
small-class,31
entity boundary small-class,423
commander boundary degenerate,15
pure-controller small-class,3
degenerate,85
boundary,80
pure-controller degenerate,22
commander lazy-class,1
commander boundary lazy-class degenerate,3
data-provider data-class small-class,2
commander small-class,140
entity boundary degenerate,7
entity factory controller small-class,2
unclassified,63
controller small-class,16
Total,2213
