Unique Method Stereotype,Method Count
predicate controller,1
destructor,1
get property non-void-command collaborator,3
collaborator incidental,66
get,50
predicate,5
copy-constructor,11
controller,24
incidental,38
predicate wrapper,13
property wrapper,80
get non-void-command collaborator,3
property non-void-command factory collaborator,17
predicate set,3
property non-void-command,7
property collaborator,3
stateless,6
property set collaborator,6
collaborator,4
factory wrapper stateless,11
predicate collaborator,2
void-accessor command collaborator,11
property factory collaborator,3
wrapper stateless,233
constructor,416
set,170
get property collaborator,1
unclassified,3
get property non-void-command factory collaborator,1
predicate non-void-command collaborator,21
wrapper,429
get set,3
non-void-command,56
set collaborator,110
property non-void-command collaborator,44
property controller,7
get collaborator,32
factory collaborator stateless,5
command,144
property factory wrapper,8
empty,5
controller stateless,115
non-void-command factory collaborator,4
void-accessor wrapper,4
predicate non-void-command,8
factory controller stateless,6
command collaborator,392
property,8
get property wrapper,2
non-void-command collaborator,62
get non-void-command,26
property set factory collaborator,1
get set collaborator,11
get property set collaborator,3
void-accessor controller,1
property factory controller,5
get set factory collaborator,2
predicate set collaborator,2
get property,2
collaborator stateless,2
get property set factory collaborator,1
factory collaborator incidental,1
Total,2714
