Unique Class Stereotype,Class Count
entity data-provider boundary data-class,1
entity small-class,2
entity boundary lazy-class degenerate,1
data-provider boundary lazy-class small-class,1
entity,4
commander data-class,1
data-provider data-class,11
boundary small-class,1
factory degenerate,1
pure-controller small-class,15
degenerate,18
boundary,95
boundary degenerate small-class,24
factory controller,7
data-provider lazy-class small-class,1
empty,489
entity commander boundary,15
factory pure-controller small-class,2
unclassified,69
controller small-class,8
commander boundary,104
boundary data-class,1
commander small-class,18
entity boundary degenerate,3
lazy-class,5
commander boundary small-class,31
entity data-provider boundary,14
pure-controller degenerate,13
factory degenerate small-class,5
controller degenerate,10
degenerate small-class,26
data-provider boundary data-class small-class,30
data-provider data-class small-class,29
small-class,33
commander,31
entity boundary,139
data-class,8
controller lazy-class small-class,2
data-provider,33
factory pure-controller degenerate small-class,12
data-provider small-class,1
entity boundary data-class,1
boundary degenerate,13
boundary controller degenerate,1
factory controller degenerate,2
factory pure-controller degenerate,5
data-provider boundary lazy-class,2
data-provider boundary small-class,7
controller,11
pure-controller,4
data-provider boundary data-class,4
pure-controller degenerate small-class,24
entity boundary small-class,45
minimal-entity commander boundary,1
data-provider boundary,26
entity minimal-entity boundary,4
factory pure-controller,2
commander boundary data-class,1
entity factory controller small-class,11
data-class small-class,1
commander degenerate,1
factory controller small-class,8
minimal-entity boundary,3
lazy-class degenerate,1
entity factory controller,2
boundary data-class small-class,4
controller data-class small-class,1
Total,1499
