Method Stereotype,Stereotype Count
get,3254
predicate,710
property,10535
void-accessor,159
set,740
command,4473
non-void-command,10559
collaborator,12985
controller,2075
wrapper,2104
constructor,1774
copy-constructor,55
destructor,0
factory,1839
incidental,264
stateless,2806
empty,97
unclassified,6
Total,54435
