Unique Method Stereotype,Method Count
get property set collaborator,3
predicate set collaborator,2
get property,1
property set collaborator,52
stateless,136
property set,4
factory collaborator incidental,14
get predicate controller,1
get wrapper,192
get property wrapper,1
get non-void-command,1085
factory wrapper stateless,27
get set collaborator,142
predicate,47
void-accessor command,1
predicate wrapper,3
unclassified,6
get property non-void-command factory collaborator,1
property,72
property factory collaborator,524
get non-void-command collaborator,168
property wrapper,871
predicate controller,94
non-void-command factory collaborator,85
predicate non-void-command,198
set,236
get property controller,2
constructor,1742
property factory wrapper,15
wrapper stateless,943
factory collaborator stateless,54
get set,217
wrapper,56
get collaborator,565
controller stateless,1076
command collaborator,2940
command,1531
factory controller,28
empty,97
get controller,17
factory controller stateless,254
copy-constructor,55
predicate non-void-command collaborator,365
incidental,104
controller,316
set factory collaborator,1
collaborator stateless,320
property collaborator,48
property non-void-command,1191
property non-void-command factory collaborator,795
property factory controller,38
get non-void-command factory collaborator,3
property non-void-command collaborator,6651
property controller,249
set collaborator,83
get command collaborator,1
get property non-void-command collaborator,18
get,821
collaborator incidental,151
Total,24713
