Unique Class Stereotype,Class Count
data-provider boundary small-class,1
degenerate small-class,17
small-class,25
entity boundary small-class,13
unclassified,53
controller small-class,6
factory degenerate small-class,7
factory controller small-class,1
empty,344
commander,31
commander boundary,11
boundary degenerate,94
factory pure-controller degenerate small-class,1
controller,2
data-class,1
pure-controller degenerate,32
boundary degenerate small-class,101
pure-controller degenerate small-class,39
entity commander boundary,6
pure-controller,3
degenerate,16
boundary,18
pure-controller small-class,2
commander boundary small-class,1
boundary data-class small-class,1
commander small-class,10
entity boundary degenerate,1
data-class small-class,2
entity boundary,16
boundary small-class,1
data-provider data-class,1
commander data-class small-class,1
data-provider,2
entity minimal-entity boundary,1
Total,861
