Unique Method Stereotype,Method Count
collaborator,1
property set,2
get property non-void-command,3
get set collaborator,2
predicate wrapper,14
get wrapper,10
predicate controller,4
property set collaborator,8
void-accessor controller,10
predicate non-void-command,47
predicate collaborator,8
get non-void-command collaborator,1
property wrapper,52
controller stateless,82
get property collaborator,5
set,78
constructor,268
property factory wrapper,1
destructor,89
get set,9
wrapper,30
command,175
empty,52
unclassified,7
void-accessor command,86
void-accessor,3
void-accessor collaborator,6
void-accessor command collaborator,193
predicate set,6
property non-void-command,55
property collaborator,96
predicate,48
get non-void-command,5
get property wrapper,2
void-accessor set collaborator,32
command collaborator,217
property,110
predicate set collaborator,11
get collaborator,68
copy-constructor,6
predicate non-void-command collaborator,125
controller,28
incidental,105
property controller,30
set collaborator,74
property non-void-command collaborator,113
get property non-void-command collaborator,4
get,147
collaborator incidental,57
non-void-command,2
void-accessor set,9
get property,4
wrapper stateless,116
void-accessor wrapper,13
Total,2729
