Unique Class Stereotype,Class Count
minimal-entity boundary,2
pure-controller,1
entity minimal-entity boundary,1
lazy-class degenerate,2
boundary lazy-class degenerate,2
controller degenerate,2
pure-controller degenerate,1
lazy-class small-class,1
data-provider,24
data-provider data-class small-class,15
data-provider small-class,11
degenerate small-class,15
data-class small-class,1
entity boundary,31
data-provider boundary,10
data-provider data-class,2
boundary small-class,2
data-provider boundary data-class small-class,2
controller small-class,2
unclassified,56
empty,83
commander,18
data-provider boundary small-class,8
commander boundary,36
boundary degenerate,4
controller,1
small-class,28
entity boundary small-class,13
pure-controller degenerate small-class,7
entity commander boundary,20
boundary degenerate small-class,5
boundary,32
degenerate,16
commander boundary small-class,5
lazy-class,2
commander degenerate,1
commander boundary data-class small-class,1
entity boundary degenerate,1
commander small-class,7
commander boundary degenerate,1
data-provider lazy-class degenerate,1
boundary data-class small-class,1
Total,474
