Unique Method Stereotype,Method Count
wrapper stateless,33
copy-constructor,8
property non-void-command,17
factory controller stateless,27
factory wrapper stateless,1
property controller,7
controller stateless,54
stateless,20
collaborator incidental,9
get set,12
factory collaborator stateless,43
command collaborator,147
property,21
empty,23
command,155
set,272
constructor,50
property non-void-command factory collaborator,26
non-void-command factory collaborator,6
property non-void-command collaborator,90
set collaborator,32
get,261
incidental,124
get collaborator,34
Total,1472
