Unique Class Stereotype,Class Count
data-provider small-class,2
commander boundary,12
boundary degenerate,2
data-class,9
unclassified,10
factory degenerate small-class,1
factory controller degenerate,2
entity boundary,3
factory pure-controller degenerate,1
commander boundary small-class,2
entity factory controller small-class,1
factory pure-controller degenerate small-class,1
degenerate small-class,32
pure-controller degenerate small-class,1
entity commander boundary,2
boundary degenerate small-class,1
empty,54
commander,19
factory controller,2
controller degenerate,1
boundary lazy-class degenerate,1
boundary data-class,1
pure-controller degenerate,5
degenerate,17
boundary,1
entity boundary degenerate,1
entity,1
commander data-class,1
entity boundary small-class,3
factory degenerate,2
Total,191
