Unique Method Stereotype,Method Count
property collaborator,1
property,1
property factory collaborator,2
get set collaborator,12
wrapper,1
get non-void-command,7
get set,50
empty,2
command,66
constructor,20
set,28
get non-void-command collaborator,4
command collaborator,45
set collaborator,9
property non-void-command,6
non-void-command factory collaborator,1
predicate non-void-command,3
property non-void-command collaborator,6
incidental,1
get collaborator,7
get,19
property wrapper,3
predicate non-void-command collaborator,1
controller stateless,5
Total,300
