Method Stereotype,Stereotype Count
get,98
predicate,92
property,231
void-accessor,168
set,119
command,427
non-void-command,114
collaborator,394
controller,124
wrapper,299
constructor,304
copy-constructor,109
destructor,212
factory,20
incidental,78
stateless,184
empty,22
unclassified,6
Total,3001
