Unique Class Stereotype,Class Count
entity small-class,1
data-provider,2
commander boundary degenerate,1
pure-controller degenerate small-class,6
degenerate,6
boundary data-class small-class,1
commander boundary small-class,14
pure-controller small-class,22
commander small-class,2
unclassified,30
empty,356
degenerate small-class,6
entity data-provider boundary,2
data-provider boundary small-class,3
commander,52
data-provider boundary data-class small-class,1
boundary small-class,3
controller small-class,3
data-provider boundary,7
boundary degenerate,7
commander boundary,23
data-provider small-class,5
boundary degenerate small-class,17
entity commander boundary,2
boundary,16
pure-controller degenerate,1
entity boundary,16
small-class,16
entity boundary small-class,12
Total,633
