Unique Method Stereotype,Method Count
factory wrapper stateless,6
factory controller stateless,6
void-accessor set,1
non-void-command,2
void-accessor set collaborator,4
get non-void-command,5
get predicate non-void-command,1
get property non-void-command,1
non-void-command collaborator,8
predicate wrapper,50
wrapper,37
set,52
property non-void-command factory collaborator,2
predicate set,21
property collaborator,45
property non-void-command,7
void-accessor wrapper,27
wrapper stateless,136
predicate non-void-command,4
get non-void-command collaborator,26
property wrapper,43
property command collaborator,4
command collaborator,69
empty,22
command,247
factory collaborator,6
unclassified,6
controller,25
predicate non-void-command collaborator,3
copy-constructor,109
incidental,57
get collaborator,14
destructor,212
constructor,304
property,35
void-accessor command,20
get property non-void-command collaborator,1
get,50
collaborator incidental,21
predicate,13
void-accessor controller,18
void-accessor collaborator,2
void-accessor command collaborator,87
void-accessor,9
controller stateless,36
property non-void-command collaborator,54
set collaborator,41
property controller,39
collaborator,7
Total,1995
