Unique Method Stereotype,Method Count
get property non-void-command,1
predicate set collaborator,1
get property,2
collaborator,4
void-accessor controller,3
property set,2
factory collaborator incidental,2
factory controller stateless,2
property command collaborator,11
get wrapper,9
predicate controller,3
predicate collaborator,34
property set collaborator,13
void-accessor set,6
get set collaborator,13
factory wrapper,1
set,57
get property collaborator,7
void-accessor,2
void-accessor collaborator,1
void-accessor command collaborator,88
void-accessor wrapper,5
wrapper stateless,218
get collaborator,98
get non-void-command collaborator,28
property wrapper,32
non-void-command collaborator,5
predicate wrapper,10
predicate non-void-command,37
get non-void-command,6
void-accessor set collaborator,5
get property wrapper,5
destructor,105
get set,9
wrapper,16
controller stateless,74
empty,8
command,69
unclassified,7
command collaborator,61
constructor,208
get property non-void-command collaborator,8
collaborator incidental,39
get,52
predicate,72
void-accessor command,24
property non-void-command collaborator,215
property controller,9
set collaborator,23
property,115
incidental,34
predicate non-void-command collaborator,48
copy-constructor,29
controller,3
property non-void-command factory collaborator,3
property collaborator,187
property non-void-command,17
predicate set,5
Total,2151
