Unique Class Stereotype,Class Count
data-provider boundary degenerate,1
commander data-class,1
entity boundary small-class,3
data-provider,12
data-provider data-class small-class,2
boundary degenerate small-class,16
factory small-class,1
entity data-provider boundary,6
data-provider boundary,13
commander data-class small-class,2
boundary small-class,6
commander boundary data-class,1
pure-controller degenerate small-class,8
data-class,1
boundary degenerate,2
commander lazy-class small-class,1
commander boundary,2
unclassified,27
empty,172
data-provider boundary small-class,13
small-class,7
data-provider boundary data-class,3
boundary data-class,1
data-provider small-class,8
entity boundary,15
data-class small-class,1
boundary,20
degenerate,4
lazy-class degenerate,1
degenerate small-class,7
boundary lazy-class,1
commander boundary degenerate,1
data-provider boundary lazy-class degenerate,1
Total,360
