Unique Method Stereotype,Method Count
get predicate non-void-command,1
get property non-void-command factory collaborator,1
collaborator stateless,4
property non-void-command factory collaborator,47
property non-void-command,119
predicate set,1
empty,58
incidental,39
controller,24
copy-constructor,5
get property non-void-command collaborator,7
get,103
get command collaborator,1
collaborator incidental,22
void-accessor command,14
factory controller stateless,3
set collaborator,68
property non-void-command collaborator,147
property controller,14
predicate,20
get predicate,1
property collaborator,1
stateless,7
property set collaborator,7
collaborator,1
property set factory collaborator,2
wrapper stateless,47
set,96
constructor,291
factory controller,5
get property controller,1
factory collaborator stateless,5
predicate non-void-command collaborator,51
wrapper,33
predicate controller,4
predicate non-void-command,61
void-accessor command collaborator,26
non-void-command factory collaborator,24
controller stateless,72
get property,1
get property wrapper,2
non-void-command collaborator,1
get non-void-command,3
get wrapper,3
property wrapper,32
get non-void-command collaborator,2
get controller,4
get collaborator,53
get set collaborator,3
void-accessor set collaborator,1
get property non-void-command,4
command collaborator,415
property,10
unclassified,2
command,587
property factory wrapper,10
property factory collaborator,11
predicate wrapper,5
void-accessor set,1
property set,3
property factory controller,6
void-accessor controller,2
predicate collaborator,3
Total,2597
