Unique Class Stereotype,Class Count
factory pure-controller degenerate,1
factory degenerate,1
commander boundary lazy-class small-class,1
factory controller,1
commander boundary data-class,1
entity boundary data-class,1
commander boundary lazy-class degenerate,3
data-provider data-class,2
data-provider small-class,2
factory controller degenerate,1
boundary controller,1
commander boundary lazy-class,2
factory pure-controller degenerate small-class,1
entity small-class,14
lazy-class degenerate,5
boundary lazy-class,2
data-provider,11
entity factory controller small-class,8
commander boundary small-class,186
boundary degenerate small-class,54
entity commander boundary,128
boundary,125
degenerate,66
pure-controller small-class,21
data-provider boundary lazy-class small-class,3
controller small-class,12
unclassified,124
entity minimal-entity boundary,6
data-provider boundary,14
boundary small-class,81
commander data-class small-class,8
data-provider boundary data-class,4
data-provider degenerate,2
boundary data-class,2
commander small-class,168
entity boundary degenerate,3
commander boundary,488
minimal-entity commander boundary,1
pure-controller degenerate small-class,42
entity boundary small-class,69
data-provider lazy-class,1
controller data-class small-class,1
entity minimal-entity commander boundary,2
small-class,64
data-provider data-class small-class,17
data-provider boundary data-class small-class,4
entity factory controller,4
factory pure-controller small-class,1
lazy-class small-class,2
factory controller small-class,19
commander degenerate,2
entity,10
empty,881
data-provider lazy-class small-class,2
boundary lazy-class degenerate,4
controller degenerate,5
commander boundary degenerate,8
minimal-entity lazy-class,1
pure-controller degenerate,25
entity data-provider boundary,6
boundary data-class small-class,6
factory degenerate small-class,6
data-provider boundary degenerate,1
commander lazy-class small-class,2
boundary degenerate,41
commander lazy-class degenerate,2
controller,12
data-provider boundary small-class,20
pure-controller,16
entity minimal-entity,2
commander boundary data-class small-class,8
commander,294
entity boundary,167
data-class,3
degenerate small-class,22
entity commander boundary lazy-class degenerate,1
Total,3327
