Unique Method Stereotype,Method Count
stateless,9
property set factory collaborator,3
set factory collaborator,15
collaborator stateless,10
property set,9
factory collaborator,3
unclassified,6
get property non-void-command factory collaborator,1
get wrapper,7
void-accessor command collaborator,3
property factory collaborator,1
collaborator,2
get property,4
controller stateless,141
wrapper,10
factory collaborator stateless,24
predicate non-void-command collaborator,5
incidental,27
controller,47
set,29
get property controller,2
constructor,303
property factory wrapper,1
wrapper stateless,122
command,530
predicate non-void-command,11
predicate controller,4
non-void-command factory collaborator,3
get property wrapper,2
command collaborator,512
get collaborator,12
property controller,10
property non-void-command collaborator,114
set collaborator,12
get non-void-command collaborator,11
property wrapper,21
get property non-void-command collaborator,2
get,29
collaborator incidental,16
get controller,2
factory controller stateless,10
factory wrapper stateless,1
property collaborator,2
property non-void-command,56
property non-void-command factory collaborator,12
empty,52
factory controller,5
get property non-void-command,2
property,8
Total,2223
