Unique Class Stereotype,Class Count
degenerate,1
pure-controller degenerate small-class,1
pure-controller small-class,1
commander small-class,4
controller data-class,1
boundary degenerate small-class,4
entity data-provider boundary,2
empty,147
unclassified,24
entity boundary small-class,2
small-class,7
entity boundary,7
boundary degenerate,2
commander boundary,4
lazy-class,1
boundary,14
boundary small-class,2
controller small-class,1
data-provider boundary,7
commander,12
data-provider boundary small-class,3
data-provider small-class,5
degenerate small-class,2
data-provider data-class small-class,2
data-provider,12
Total,268
