Method Stereotype,Stereotype Count
get,830
predicate,252
property,979
void-accessor,8
set,209
command,529
non-void-command,1115
collaborator,2140
controller,314
wrapper,188
constructor,667
copy-constructor,7
destructor,0
factory,126
incidental,199
stateless,334
empty,60
unclassified,2
Total,7959
