Unique Class Stereotype,Class Count
controller degenerate,1
entity factory controller,1
commander boundary degenerate,1
data-provider boundary degenerate,1
data-provider boundary lazy-class degenerate,2
entity,2
data-provider lazy-class small-class,3
controller,3
lazy-class,1
data-provider boundary lazy-class small-class,1
factory controller small-class,1
entity boundary data-class,1
data-provider boundary small-class,6
factory controller data-class small-class,1
data-provider,8
data-class,11
entity minimal-entity boundary,8
minimal-entity boundary,1
boundary data-class,5
data-provider boundary data-class,35
factory degenerate small-class,3
small-class,28
entity boundary small-class,29
degenerate small-class,19
commander,4
entity small-class,2
empty,302
commander boundary small-class,39
pure-controller,3
commander boundary,13
boundary degenerate,11
boundary degenerate small-class,22
pure-controller degenerate small-class,29
entity commander boundary,7
pure-controller degenerate,2
degenerate,13
pure-controller small-class,26
boundary,60
data-class small-class,4
entity boundary,90
data-provider boundary data-class small-class,48
data-provider boundary,10
boundary large-class degenerate,1
unclassified,43
controller small-class,4
data-provider small-class,6
entity data-provider boundary,8
lazy-class degenerate,4
data-provider data-class small-class,11
entity factory controller small-class,2
factory degenerate,1
boundary small-class,3
data-provider data-class,12
commander boundary data-class small-class,2
commander small-class,7
entity boundary degenerate,4
Total,965
