Unique Method Stereotype,Method Count
void-accessor command collaborator,1
predicate set collaborator,1
get property set collaborator,1
property non-void-command factory collaborator,46
property non-void-command,103
predicate set,2
get property non-void-command collaborator,7
get,197
collaborator incidental,109
predicate,19
property wrapper,43
get non-void-command collaborator,56
controller,81
incidental,102
copy-constructor,10
get wrapper,5
set,64
get property collaborator,1
constructor,667
empty,61
factory controller,2
property,18
command collaborator,391
wrapper stateless,118
collaborator stateless,21
factory collaborator stateless,8
property controller,22
property non-void-command collaborator,663
predicate wrapper,9
predicate non-void-command,62
controller stateless,180
non-void-command factory collaborator,30
predicate controller,10
unclassified,2
get property non-void-command factory collaborator,2
set factory collaborator,1
collaborator,1
get set collaborator,42
factory wrapper stateless,5
predicate collaborator,6
property set factory collaborator,1
get collaborator,484
get controller,5
factory controller stateless,13
predicate non-void-command collaborator,142
wrapper,13
property set collaborator,11
property collaborator,50
stateless,4
property factory collaborator,10
get set,17
get factory collaborator,5
property set,2
factory wrapper,1
non-void-command collaborator,1
get non-void-command,6
get set factory collaborator,1
property factory controller,2
command,138
property factory wrapper,2
set collaborator,66
non-void-command,1
Total,4144
