Unique Method Stereotype,Method Count
property set factory collaborator,1
get property controller,1
factory controller,4
predicate set collaborator,1
predicate set,1
property non-void-command factory,1
collaborator stateless,44
set factory collaborator,4
get property set factory collaborator,3
factory collaborator stateless,38
get set collaborator,37
factory wrapper stateless,12
predicate collaborator,1
property non-void-command,279
property non-void-command factory collaborator,114
controller,75
incidental,174
copy-constructor,10
collaborator incidental,128
get,254
get property non-void-command collaborator,14
predicate non-void-command,172
property factory,1
property non-void-command collaborator,1258
set collaborator,104
property controller,41
set,133
constructor,629
get non-void-command collaborator,217
property wrapper,108
property,22
command collaborator,520
empty,62
wrapper stateless,409
property factory collaborator,29
unclassified,2
get property non-void-command factory collaborator,4
property set collaborator,26
property collaborator,7
stateless,19
void-accessor command,4
factory controller stateless,29
get collaborator,289
get controller,17
predicate wrapper,6
controller stateless,233
non-void-command factory collaborator,44
predicate controller,21
command,189
property factory wrapper,8
predicate,16
predicate non-void-command collaborator,137
wrapper,59
non-void-command factory,1
get set,12
get property wrapper,6
non-void-command collaborator,9
get non-void-command,11
void-accessor controller,1
property factory controller,15
get set factory collaborator,3
void-accessor command collaborator,5
get non-void-command factory collaborator,4
get wrapper,17
property set,6
get property factory controller,3
Total,6104
