Unique Class Stereotype,Class Count
data-provider boundary lazy-class degenerate,1
pure-controller small-class,3
entity factory controller small-class,5
commander boundary small-class,21
entity small-class,3
factory controller,1
degenerate,28
boundary,88
data-provider,17
data-provider lazy-class degenerate,4
commander small-class,6
entity boundary degenerate,8
minimal-entity data-provider boundary,1
small-class,36
entity boundary lazy-class degenerate,1
lazy-class,3
unclassified,63
controller small-class,9
factory pure-controller degenerate small-class,2
commander boundary,38
lazy-class small-class,6
entity factory controller,1
entity commander boundary,10
entity boundary small-class,47
pure-controller degenerate small-class,47
boundary degenerate small-class,62
commander,11
commander boundary data-class small-class,3
entity boundary,130
data-class,15
degenerate small-class,45
factory controller degenerate,1
factory degenerate small-class,6
commander degenerate,1
minimal-entity boundary,1
data-class small-class,5
factory controller small-class,4
entity boundary data-class,1
controller degenerate,3
boundary lazy-class degenerate,1
boundary small-class,8
commander data-class small-class,1
data-provider data-class,1
data-provider boundary,12
entity minimal-entity boundary,3
pure-controller degenerate,6
entity data-provider boundary,6
boundary degenerate,18
commander lazy-class degenerate,1
data-provider boundary data-class small-class,8
data-provider data-class small-class,5
data-provider boundary small-class,5
controller,4
pure-controller,1
entity,2
empty,238
data-provider lazy-class small-class,1
commander boundary degenerate,3
data-provider boundary data-class,4
data-provider boundary lazy-class,1
data-provider lazy-class,1
controller data-class,1
controller data-class small-class,2
Total,1070
