Class Name,Class Stereotype,Method Name,Method Stereotype
"WebSocketContextValidationFilter","entity boundary small-class","doFilter","property non-void-command collaborator",
"QueryParamServerWebSocket","lazy-class","QueryParamServerWebSocket","constructor",
"QueryParamServerWebSocket","lazy-class","onOpen","command collaborator",
"QueryParamServerWebSocket","lazy-class","onMessage","empty",
"QueryParamServerWebSocket","lazy-class","onClose","empty",
"QueryParamServerWebSocket","lazy-class","getDinner","get",
"QueryParamServerWebSocket","lazy-class","getSession","get collaborator",
"QueryParamClientWebSocket","data-provider boundary","onOpen","command collaborator",
"QueryParamClientWebSocket","data-provider boundary","onMessage","empty",
"QueryParamClientWebSocket","data-provider boundary","getSession","get collaborator",
"QueryParamClientWebSocket","data-provider boundary","getRequest","get collaborator",
"QueryParamClientWebSocket","data-provider boundary","getDinner","get",
"PojoChatClientWebSocket","unclassified","onOpen","command",
"PojoChatClientWebSocket","unclassified","getTopic","get",
"PojoChatClientWebSocket","unclassified","getUsername","get",
"PojoChatClientWebSocket","unclassified","getReplies","get collaborator",
"PojoChatClientWebSocket","unclassified","onMessage","command collaborator",
"ChatServerWebSocket","commander boundary","ChatServerWebSocket","constructor",
"ChatServerWebSocket","commander boundary","onOpen","command collaborator",
"ChatServerWebSocket","commander boundary","onMessage","command collaborator",
"ChatServerWebSocket","commander boundary","onClose","command collaborator",
"ChatServerWebSocket","commander boundary","isValid","controller stateless",
"ChatServerWebSocket","commander boundary","getSubProtocol","get",
"BinaryChatClientWebSocket","boundary","onOpen","command collaborator",
"BinaryChatClientWebSocket","boundary","getTopic","get",
"BinaryChatClientWebSocket","boundary","getUsername","get",
"BinaryChatClientWebSocket","boundary","getReplies","get collaborator",
"BinaryChatClientWebSocket","boundary","getPingReplies","get collaborator",
"BinaryChatClientWebSocket","boundary","getSession","get collaborator",
"BinaryChatClientWebSocket","boundary","onMessage","void-accessor command",
"BinaryChatClientWebSocket","boundary","onPong","command collaborator",
"BinaryChatClientWebSocket","boundary","sendMultiple","command",
"BinaryChatClientWebSocket","boundary","sendMany","command",
"BinaryChatClientWebSocket","boundary","sendPing","property non-void-command collaborator",
"ResponseController","boundary degenerate","disallow","wrapper stateless",
"ResponseController","boundary degenerate","accepted","wrapper stateless",
"ResponseController","boundary degenerate","acceptedUri","wrapper stateless",
"ResponseController","boundary degenerate","createdUri","wrapper stateless",
"ResponseController","boundary degenerate","createdBody","wrapper stateless",
"ResponseController","boundary degenerate","createdBodyUri","wrapper stateless",
"ResponseController","boundary degenerate","ok","wrapper stateless",
"ResponseController","boundary degenerate","okWithBody","wrapper stateless",
"ResponseController","boundary degenerate","errorWithBody","wrapper stateless",
"ResponseController","boundary degenerate","okWithBodyObject","wrapper stateless",
"ResponseController","boundary degenerate","status","wrapper stateless",
"ResponseController","boundary degenerate","customHeaders","wrapper stateless",
"ResponseController","boundary degenerate","optionalResponse","controller stateless",
"TestSecurityFilter","lazy-class small-class","getOrder","get",
"TestSecurityFilter","lazy-class small-class","doFilter","controller stateless",
"SecureController","boundary degenerate small-class","index","wrapper stateless",
"FirstFilter","pure-controller degenerate small-class","getOrder","incidental",
"FirstFilter","pure-controller degenerate small-class","doFilter","controller stateless",
"Http2PostTest","commander boundary","testPost","command collaborator",
"Http2PostTest","commander boundary","testPostVertx","command collaborator",
"Http2PostTest","commander boundary","getProperties","wrapper stateless",
"FlagAppender","commander boundary data-class small-class","append","set collaborator",
"TemplateController","entity boundary small-class","TemplateController","constructor",
"TemplateController","entity boundary small-class","render","property non-void-command collaborator",
"TemplateController","entity boundary small-class","initTemplate","property non-void-command collaborator",
"BooksController","degenerate small-class","stock","incidental",
"BooksController","degenerate small-class","maybestock","wrapper stateless",
"OutOfStockController","boundary degenerate small-class","handleOutOfStock","wrapper stateless",
"ReactiveExceptionHandler","boundary degenerate small-class","handle","wrapper stateless",
"OutOfStockExceptionHandler","boundary degenerate small-class","handle","wrapper stateless",
"OutOfStockExceptionHandler","boundary degenerate small-class","handle","wrapper stateless",
"WebSocketUpgradeHandlerFactory","factory controller small-class","WebSocketUpgradeHandlerFactory","constructor",
"WebSocketUpgradeHandlerFactory","factory controller small-class","create","property factory collaborator",
"NettyServerWebSocketHandler","boundary","NettyServerWebSocketHandler","constructor",
"NettyServerWebSocketHandler","boundary","getSession","get collaborator",
"NettyServerWebSocketHandler","boundary","getBodyArgument","get collaborator",
"NettyServerWebSocketHandler","boundary","getPongArgument","get collaborator",
"NettyServerWebSocketHandler","boundary","userEventTriggered","command collaborator",
"NettyServerWebSocketHandler","boundary","acceptInboundMessage","collaborator incidental",
"NettyServerWebSocketHandler","boundary","createWebSocketSession","property non-void-command factory collaborator",
"NettyServerWebSocketHandler","boundary","instrumentPublisher","controller",
"SslEnabledCondition","small-class","matches","predicate non-void-command collaborator",
"SslEnabledCondition","small-class","enabledForPrefix","controller stateless",
"SelfSignedSslBuilder","lazy-class small-class","SelfSignedSslBuilder","constructor",
"SelfSignedSslBuilder","lazy-class small-class","getSslConfiguration","get collaborator",
"SelfSignedSslBuilder","lazy-class small-class","getKeyStore","controller stateless",
"BuildSelfSignedCondition","small-class","matches","predicate non-void-command collaborator",
"BuildSelfSignedCondition","small-class","enabledForPrefix","controller stateless",
"AbstractServerSslBuilder","entity boundary","AbstractServerSslBuilder","constructor",
"AbstractServerSslBuilder","entity boundary","build","property non-void-command collaborator",
"AbstractServerSslBuilder","entity boundary","build","property non-void-command collaborator",
"AbstractServerSslBuilder","entity boundary","build","property non-void-command collaborator",
"AbstractServerSslBuilder","entity boundary","processBuilder","empty",
"AbstractServerSslBuilder","entity boundary","buildQuic","property non-void-command collaborator",
"AbstractServerSslBuilder","entity boundary","getKeyManagerFactory","wrapper stateless",
"NettyPartData","entity boundary","NettyPartData","constructor",
"NettyPartData","entity boundary","getInputStream","property non-void-command factory collaborator",
"NettyPartData","entity boundary","getBytes","property non-void-command collaborator",
"NettyPartData","entity boundary","getByteBuffer","property non-void-command collaborator",
"NettyPartData","entity boundary","getContentType","property non-void-command collaborator",
"NettyPartData","entity boundary","getByteBuf","property non-void-command collaborator",
"NettyFileUploadInputStream","commander small-class","NettyFileUploadInputStream","constructor",
"NettyFileUploadInputStream","commander small-class","close","command",
"NettyCompletedFileUpload","unclassified","NettyCompletedFileUpload","constructor",
"NettyCompletedFileUpload","unclassified","NettyCompletedFileUpload","constructor",
