Unique Method Stereotype,Method Count
property factory collaborator,7
property set factory collaborator,2
collaborator stateless,1
get property non-void-command factory collaborator,1
factory collaborator stateless,6
void-accessor controller,4
property factory wrapper,2
void-accessor command,2
predicate non-void-command,30
property factory controller,2
predicate wrapper,5
get non-void-command factory collaborator,1
get set collaborator,56
empty,35
get property non-void-command,3
get non-void-command,33
property set collaborator,2
get set,137
wrapper,19
get property non-void-command collaborator,2
collaborator incidental,9
get,210
get collaborator,46
command collaborator,344
get non-void-command collaborator,24
property wrapper,36
void-accessor wrapper,2
wrapper stateless,40
set,225
get property controller,1
constructor,211
get set factory collaborator,1
command,381
predicate,10
property collaborator,6
property non-void-command,77
property non-void-command factory collaborator,10
factory collaborator incidental,1
property set,3
get predicate controller,1
property,9
incidental,28
predicate non-void-command collaborator,32
controller,15
controller stateless,41
non-void-command factory collaborator,8
predicate controller,2
get controller,2
factory controller stateless,6
property controller,7
set collaborator,94
property non-void-command collaborator,73
factory wrapper stateless,3
Total,2308
