Unique Method Stereotype,Method Count
property command collaborator,1
get wrapper,1
get property,1
collaborator,6
predicate non-void-command,3
get set collaborator,2
destructor,5
get predicate non-void-command collaborator,1
property set,1
non-void-command factory collaborator,1
predicate controller,3
get property collaborator,5
set,37
unclassified,7
get set,1
wrapper,11
get predicate set collaborator,2
wrapper stateless,70
constructor,269
command,38
empty,32
get collaborator,114
controller stateless,61
property non-void-command collaborator,384
set collaborator,163
property controller,57
collaborator incidental,49
get property non-void-command collaborator,4
get,100
get controller,4
command collaborator,597
void-accessor command collaborator,16
property non-void-command factory collaborator,1
property non-void-command,46
property collaborator,165
predicate wrapper,4
non-void-command collaborator,14
controller,43
copy-constructor,57
incidental,37
predicate non-void-command collaborator,12
get void-accessor command collaborator,1
get non-void-command collaborator,1
property wrapper,45
void-accessor set collaborator,1
predicate,43
property set collaborator,28
predicate collaborator,10
property,78
Total,2632
