Unique Class Stereotype,Class Count
entity boundary,1
commander data-class small-class,1
boundary small-class,1
entity data-provider boundary,1
commander boundary small-class,1
commander degenerate,1
data-provider data-class,1
commander small-class,6
data-class,2
minimal-entity boundary,1
boundary lazy-class degenerate,1
entity minimal-entity boundary,2
degenerate small-class,5
boundary data-class,1
entity boundary data-class small-class,2
commander boundary,13
boundary degenerate,11
commander boundary degenerate,3
boundary degenerate small-class,9
entity commander boundary,4
entity boundary data-class,2
commander,9
minimal-entity commander boundary,1
pure-controller degenerate,1
boundary,10
degenerate,3
empty,112
unclassified,6
data-provider data-class small-class,2
Total,213
