Unique Method Stereotype,Method Count
predicate set collaborator,1
get property,3
factory wrapper,6
get property factory controller,4
get property factory wrapper,6
get property set factory collaborator,3
predicate set,3
get property wrapper,10
get predicate non-void-command collaborator,1
void-accessor command collaborator,17
get property factory collaborator,3
predicate collaborator,5
get property set,3
predicate controller,155
get property non-void-command factory collaborator,15
unclassified,42
property non-void-command collaborator,7856
property controller,396
factory collaborator,7
controller,1017
incidental,2886
copy-constructor,77
get,3189
collaborator incidental,705
get property non-void-command collaborator,100
get command collaborator,4
property wrapper,514
get non-void-command collaborator,631
factory controller stateless,619
get set collaborator,456
empty,582
get property controller,17
factory controller,88
property set,23
factory collaborator incidental,53
set,1327
constructor,4984
property non-void-command factory collaborator,902
property non-void-command,1673
get predicate controller,4
predicate wrapper,51
get controller,14
get collaborator,2437
get command,1
wrapper stateless,5688
non-void-command factory collaborator,400
controller stateless,4612
property set collaborator,169
property collaborator,40
stateless,161
factory collaborator stateless,650
predicate non-void-command,544
property factory,33
non-void-command collaborator,32
get non-void-command,217
get factory collaborator,2
get predicate non-void-command,3
get set,577
predicate non-void-command collaborator,567
wrapper,544
property set factory collaborator,10
command collaborator,6014
property,260
property factory controller,106
get set factory collaborator,23
factory wrapper stateless,173
property non-void-command factory,2
collaborator stateless,287
collaborator,79
set factory collaborator,5
command,5286
property factory wrapper,60
set collaborator,574
non-void-command,5
property factory collaborator,216
get property non-void-command,33
get wrapper,35
predicate,129
get property set collaborator,12
get non-void-command factory collaborator,12
Total,58450
