Unique Method Stereotype,Method Count
get non-void-command factory collaborator,2
void-accessor command,1
predicate,5
get predicate non-void-command collaborator,2
predicate set collaborator,1
get collaborator,10
get set collaborator,15
predicate wrapper,5
predicate non-void-command,8
non-void-command factory collaborator,3
incidental,46
controller,5
predicate non-void-command collaborator,22
empty,32
command,194
command collaborator,88
property wrapper,6
get non-void-command collaborator,5
set,50
constructor,101
factory controller stateless,1
get controller,1
controller stateless,7
property non-void-command collaborator,15
set collaborator,29
property controller,2
get set,10
wrapper,3
get non-void-command,12
property,13
get,20
get property non-void-command collaborator,1
collaborator incidental,5
property collaborator,1
property non-void-command,13
property non-void-command factory collaborator,7
wrapper stateless,18
Total,759
