Unique Method Stereotype,Method Count
get set collaborator,2
unclassified,2
property command collaborator,2
void-accessor controller,3
non-void-command,12
property set collaborator,9
command,38
controller stateless,13
get collaborator,87
void-accessor command,23
property collaborator,134
void-accessor,5
void-accessor collaborator,49
void-accessor command collaborator,29
non-void-command collaborator,1
predicate wrapper,37
property controller,2
set collaborator,19
property non-void-command collaborator,54
predicate,48
set,46
constructor,166
predicate set collaborator,5
destructor,55
predicate collaborator,159
wrapper,40
get set,4
void-accessor set collaborator,6
get non-void-command,23
collaborator,4
wrapper stateless,181
void-accessor wrapper,27
incidental,3
predicate non-void-command collaborator,119
copy-constructor,35
command collaborator,102
property wrapper,30
get non-void-command collaborator,40
get property non-void-command collaborator,1
get,23
collaborator incidental,10
empty,9
get wrapper,21
Total,1678
