Unique Class Stereotype,Class Count
pure-controller degenerate,1
data-provider,2
small-class,10
entity boundary small-class,1
unclassified,13
controller small-class,2
commander boundary data-class,1
boundary small-class,5
data-provider boundary,2
commander boundary,7
boundary degenerate,1
data-provider small-class,3
commander boundary degenerate,1
boundary degenerate small-class,3
pure-controller degenerate small-class,1
entity commander boundary,5
data-provider data-class small-class,1
data-provider boundary small-class,3
empty,26
factory controller,1
commander,7
entity data-provider boundary,1
data-provider lazy-class small-class,1
commander boundary data-class small-class,5
commander small-class,10
minimal-entity boundary,1
commander boundary small-class,7
entity boundary,4
data-class small-class,1
pure-controller small-class,7
boundary,9
degenerate,1
Total,143
