Class Name,Class Stereotype,Method Name,Method Stereotype
"module_abi","empty","module_abi","constructor"
"Api","commander","Api::connectCompanion","property non-void-command"
"Api","commander","Api::setOption","command collaborator"
"Api","commander","Api::hookJniNativeMethods","command"
"Api","commander","Api::pltHookRegister","command"
"Api","commander","Api::pltHookExclude","command"
"Api","commander","Api::pltHookCommit","predicate non-void-command"
"ModuleBase","degenerate","onLoad","empty"
"ModuleBase","degenerate","preAppSpecialize","empty"
"ModuleBase","degenerate","postAppSpecialize","empty"
"ModuleBase","degenerate","preServerSpecialize","empty"
"ModuleBase","degenerate","postServerSpecialize","empty"
"SafetyNetFixModule","commander boundary","onLoad","command collaborator"
"SafetyNetFixModule","commander boundary","preAppSpecialize","command collaborator"
"SafetyNetFixModule","commander boundary","postAppSpecialize","command collaborator"
"SafetyNetFixModule","commander boundary","preServerSpecialize","command collaborator"
"SafetyNetFixModule","commander boundary","loadPayload","command collaborator"
"SafetyNetFixModule","commander boundary","preSpecialize","command"
"SafetyNetFixModule","commander boundary","injectPayload","command collaborator"
