Unique Method Stereotype,Method Count
property set collaborator,1
predicate controller,4
predicate collaborator,9
void-accessor,2
get property,2
get property factory wrapper,1
factory wrapper stateless,2
incidental,249
void-accessor collaborator,1
copy-constructor,28
get non-void-command collaborator,18
property wrapper,381
property,35
command collaborator,786
wrapper stateless,1824
void-accessor command collaborator,135
property controller,20
property non-void-command collaborator,554
void-accessor command,22
property set,2
set,65
constructor,501
factory controller,1
get property controller,1
empty,11
property non-void-command factory collaborator,30
property non-void-command,113
stateless,11
property collaborator,44
controller stateless,1455
non-void-command factory collaborator,11
predicate wrapper,16
get set,6
predicate non-void-command collaborator,38
wrapper,610
factory wrapper,11
get wrapper,11
get property factory,2
void-accessor controller,29
property factory controller,3
set collaborator,29
non-void-command,1
property factory collaborator,24
factory collaborator stateless,103
non-void-command collaborator,4
get non-void-command,7
get property collaborator,8
get property non-void-command,3
void-accessor set collaborator,4
get property wrapper,14
controller,834
factory collaborator,28
get collaborator,28
collaborator,21
collaborator incidental,19
get property non-void-command collaborator,2
get,8
get set collaborator,4
command,118
property factory wrapper,8
get property set collaborator,2
predicate,8
collaborator stateless,86
property non-void-command factory,2
property factory,2
void-accessor wrapper,133
predicate non-void-command,3
Total,8548
