Unique Class Stereotype,Class Count
data-provider degenerate,1
boundary large-class,2
data-class,1
entity degenerate,1
commander boundary degenerate,1
data-provider data-class small-class,2
data-provider,8
data-provider boundary data-class small-class,1
controller data-class small-class,1
entity data-provider boundary,6
boundary lazy-class degenerate,3
controller degenerate,2
controller small-class,2
unclassified,37
small-class,12
entity boundary small-class,3
lazy-class degenerate,1
entity boundary degenerate,3
commander small-class,4
commander boundary,12
boundary degenerate,55
controller,3
empty,171
commander,7
data-provider boundary small-class,8
pure-controller degenerate,80
data-provider boundary,39
entity boundary data-class,1
factory controller small-class,2
factory degenerate small-class,3
entity boundary,14
data-class small-class,2
boundary,36
degenerate,84
boundary data-class small-class,3
commander boundary small-class,3
commander data-class,1
entity,6
degenerate small-class,2
pure-controller degenerate small-class,1
entity commander boundary,4
boundary degenerate small-class,17
pure-controller,8
data-provider boundary data-class,2
commander data-class small-class,1
factory degenerate,2
Total,658
