Unique Method Stereotype,Method Count
predicate non-void-command,2
non-void-command factory collaborator,1
get predicate collaborator,1
factory collaborator stateless,4
void-accessor set,4
property factory collaborator,10
property command collaborator,2
property set collaborator,9
predicate collaborator,8
get property non-void-command,1
property factory wrapper,4
get property wrapper,2
void-accessor set collaborator,1
get non-void-command,4
get property,1
void-accessor command,6
void-accessor controller,12
get wrapper,9
property,118
controller stateless,27
set collaborator,29
property controller,25
property non-void-command collaborator,35
non-void-command collaborator,12
predicate wrapper,8
void-accessor wrapper,18
wrapper stateless,145
set,93
constructor,598
property set,8
destructor,112
get set,21
wrapper,95
command collaborator,106
property wrapper,191
get non-void-command collaborator,7
predicate,29
empty,15
command,190
get property non-void-command factory collaborator,1
factory collaborator,1
unclassified,92
predicate set,1
property non-void-command factory collaborator,3
property non-void-command,32
property collaborator,51
void-accessor,19
void-accessor collaborator,29
void-accessor command collaborator,6
get collaborator,28
get property non-void-command collaborator,1
get,30
collaborator incidental,6
collaborator,81
predicate non-void-command collaborator,4
incidental,21
copy-constructor,6
controller,34
factory controller stateless,4
Total,2413
