Unique Method Stereotype,Method Count
get wrapper,3
factory controller,16
empty,2
get,18
collaborator incidental,36
get property non-void-command collaborator,8
incidental,47
void-accessor collaborator,1
copy-constructor,12
property non-void-command factory collaborator,59
property non-void-command,43
predicate set,1
property collaborator,19
stateless,4
property set collaborator,6
predicate,24
get property non-void-command factory collaborator,7
unclassified,2
controller,16
factory collaborator,5
predicate wrapper,2
get property collaborator,5
set,21
get collaborator,24
property controller,8
property non-void-command collaborator,94
command,54
wrapper stateless,48
constructor,108
get non-void-command collaborator,14
property wrapper,13
property,26
command collaborator,111
controller stateless,178
non-void-command factory collaborator,10
predicate controller,4
predicate non-void-command,13
property factory collaborator,6
factory wrapper,1
predicate non-void-command collaborator,14
wrapper,2
get set,2
non-void-command collaborator,6
get non-void-command,2
get property wrapper,1
get non-void-command factory collaborator,3
get property,4
predicate collaborator,5
factory wrapper stateless,4
set collaborator,26
non-void-command,5
collaborator,1
set factory collaborator,2
collaborator stateless,2
void-accessor command collaborator,1
factory controller stateless,3
void-accessor command,2
get set collaborator,3
property factory controller,6
get set factory collaborator,3
factory stateless,2
property set factory collaborator,1
Total,1169
