Unique Method Stereotype,Method Count
get collaborator,1
empty,2
unclassified,1
non-void-command,6
destructor,1
wrapper,7
non-void-command factory collaborator,4
predicate non-void-command,1
property controller,1
property non-void-command collaborator,41
set collaborator,7
set,8
constructor,33
wrapper stateless,25
command collaborator,73
collaborator,4
command,35
predicate wrapper,1
non-void-command collaborator,4
property wrapper,11
controller stateless,10
void-accessor command collaborator,8
property collaborator,3
property non-void-command,13
property non-void-command factory collaborator,4
factory wrapper stateless,1
factory controller stateless,2
property,1
get,2
collaborator incidental,10
get property non-void-command collaborator,2
controller,6
predicate non-void-command collaborator,4
incidental,10
Total,342
