Unique Method Stereotype,Method Count
factory collaborator stateless,1
get property controller,1
get property wrapper,1
void-accessor set,2
get set collaborator,25
wrapper stateless,233
controller,28
incidental,14
property wrapper,179
get non-void-command collaborator,7
predicate set,4
property collaborator,278
property non-void-command,189
property non-void-command factory collaborator,10
set collaborator,61
property non-void-command collaborator,831
property controller,76
predicate,152
command,271
get,94
collaborator incidental,102
get command collaborator,1
get property non-void-command collaborator,4
get set,13
predicate non-void-command collaborator,48
wrapper,39
destructor,195
predicate collaborator,32
get predicate non-void-command collaborator,1
get property set,1
void-accessor wrapper,3
predicate non-void-command,23
predicate wrapper,17
void-accessor command collaborator,286
copy-constructor,51
void-accessor collaborator,3
property,74
command collaborator,281
constructor,400
set,76
collaborator,31
factory controller stateless,1
void-accessor command,37
unclassified,21
non-void-command collaborator,262
get non-void-command,16
get property collaborator,2
void-accessor set collaborator,13
void-accessor controller,12
predicate set collaborator,4
get property,1
property set collaborator,52
get wrapper,10
empty,15
predicate controller,7
controller stateless,358
non-void-command factory collaborator,3
get collaborator,260
get controller,2
property command collaborator,4
get property set collaborator,3
property set,7
get non-void-command factory collaborator,1
property factory collaborator,10
Total,5239
