Unique Method Stereotype,Method Count
void-accessor command,6
factory collaborator incidental,1
get property factory collaborator,1
get wrapper,1
collaborator,1
property factory wrapper,4
get property set collaborator,1
get property non-void-command factory collaborator,1
predicate collaborator,1
get collaborator,2
property factory controller,3
destructor,4
property set collaborator,3
stateless,3
get non-void-command,1
void-accessor set collaborator,1
get property wrapper,1
predicate,4
non-void-command factory collaborator,4
predicate controller,5
command collaborator,172
get set collaborator,2
factory controller stateless,2
get,1
collaborator incidental,4
get property non-void-command collaborator,1
controller stateless,500
get property non-void-command,1
property factory collaborator,4
property collaborator,2
property non-void-command factory collaborator,10
predicate set,2
property non-void-command,30
command,187
set factory collaborator,3
factory controller,2
empty,11
get property controller,2
constructor,246
get property collaborator,3
set,17
property wrapper,209
property controller,35
set collaborator,16
property non-void-command collaborator,205
predicate non-void-command,11
void-accessor wrapper,4
wrapper stateless,283
wrapper,35
void-accessor,1
void-accessor command collaborator,7
predicate wrapper,23
non-void-command collaborator,273
incidental,5
copy-constructor,11
predicate non-void-command collaborator,30
controller,82
void-accessor controller,2
property,5
Total,2487
